1746.945,1452.455,-179.98613
1600.95,1452.455,-220.93665
1746.945,1598.45,-144.88553
1600.95,1452.455,-220.93665
1746.945,1306.46,-213.20941
1600.95,1306.46,-264.1034
1746.945,1160.465,-240.96605
1600.95,1160.465,-302.05054
1746.945,1014.47,-259.05212
1600.95,1014.47,-328.0452
1746.945,868.475,-263.92743
1600.95,868.475,-335.26602
1746.945,722.48,-254.50717
1600.95,722.48,-321.4006
1746.945,576.485,-235.39468
1600.95,576.485,-290.71722
1746.945,430.49,-267.41724
1600.95,284.495,-362.0341
1746.945,284.495,-288.80585
1600.95,284.495,-362.0341
1746.945,138.5,-294.83438
1600.95,138.5,-371.25894
1746.945,-7.495,-335.0144
1600.95,-7.495,-394.17322
1746.945,-153.49,-375.34802
1600.95,-153.49,-455.43677
1746.945,-299.485,-394.36063
1600.95,-299.485,-488.71735
1746.945,-445.48,-438.013
1600.95,-445.48,-512.4595
1746.945,-591.475,-473.31827
1600.95,-591.475,-583.3226
1746.945,-737.47,-462.2545
1600.95,-737.47,-557.9482
1746.945,-883.465,-412.9575
1600.95,-883.465,-472.8887
1746.945,-1029.46,-349.8687
1746.945,-883.465,-412.9575
1746.945,-1175.455,-286.40558
1600.95,-1029.46,-387.88788
1746.945,-1321.45,-227.34381
1746.945,-1175.455,-286.40558
1746.945,-1467.445,-174.22511
1746.945,-1321.45,-227.34381
1600.95,1598.45,-177.19418
1600.95,1452.455,-220.93665
1600.95,-1467.445,-227.1273
1454.955,-1467.445,-288.0931
1454.955,1598.45,-206.49738
1454.955,1452.455,-259.6018
1454.955,-1467.445,-288.0931
1308.96,-1467.445,-355.1869
1308.96,1598.45,-229.33934
1308.96,1452.455,-291.12604
1308.96,-1467.445,-355.1869
1162.965,-1467.445,-425.1798
1162.965,1598.45,-242.14871
1162.965,1452.455,-309.49347
1162.965,-1467.445,-425.1798
1016.97,-1321.45,-574.2177
1016.97,1598.45,-289.37253
870.975,1452.455,-399.9344
1016.97,-1467.445,-486.0451
870.975,-1321.45,-627.20776
870.975,1598.45,-335.97388
870.975,1452.455,-399.9344
870.975,-1467.445,-506.90277
870.975,-1321.45,-627.20776
724.98,1598.45,-370.6265
724.98,1452.455,-453.8923
724.98,-1467.445,-482.86548
578.985,-1321.45,-654.62146
578.985,1598.45,-382.6957
578.985,1452.455,-474.94025
578.985,-1467.445,-543.40424
578.985,-1321.45,-654.62146
432.99,1598.45,-367.21735
432.99,1452.455,-448.20636
432.99,-1467.445,-533.36584
432.99,-1321.45,-624.4031
286.995,1598.45,-413.72125
141.0,1452.455,-559.5394
286.995,-1467.445,-464.56226
432.99,-1467.445,-533.36584
141.0,1598.45,-470.15253
141.0,1452.455,-559.5394
141.0,-1467.445,-386.06332
286.995,-1321.45,-506.68494
-4.995,1598.45,-489.7033
-4.995,1452.455,-605.8081
-4.995,-1467.445,-315.6844
-4.995,-1321.45,-391.6385
-150.99,1598.45,-456.97952
-150.99,1452.455,-534.5089
-150.99,-1467.445,-288.66788
-4.995,-1321.45,-391.6385
-296.985,1598.45,-395.73135
-150.99,1598.45,-456.97952
-296.985,-1467.445,-251.0501
-150.99,-1321.45,-351.5123
-442.98,1598.45,-422.7069
-588.975,1598.45,-515.8082
-442.98,-1467.445,-208.93561
-296.985,-1321.45,-300.12943
-588.975,1598.45,-515.8082
-734.97,1598.45,-605.93536
-588.975,-1467.445,-166.53804
-442.98,-1321.45,-246.5102
-734.97,1598.45,-605.93536
-734.97,1452.455,-650.75024
-734.97,-1467.445,-126.437454
-588.975,-1321.45,-195.16496
-880.965,1598.45,-626.99243
-734.97,1452.455,-650.75024
-880.965,-1467.445,-94.06583
-880.965,-1321.45,-127.12771
-1026.96,1598.45,-625.6486
-880.965,1598.45,-626.99243
-1026.96,-1467.445,-71.17072
-880.965,-1321.45,-127.12771
-1172.955,1598.45,-514.67755
-1026.96,1598.45,-625.6486
-1172.955,-1467.445,-49.28608
-1026.96,-1467.445,-71.17072
-1318.95,1598.45,-417.7045
-1172.955,1598.45,-514.67755
-1318.95,-1467.445,-29.892963
-1172.955,-1321.45,-70.190056
-1464.945,1598.45,-335.16727
-1318.95,1598.45,-417.7045
-1464.945,-1467.445,-14.318625
-1318.95,-1467.445,-29.892963
-1610.94,1598.45,-293.7644
-1610.94,1452.455,-369.86145
-1610.94,-1467.445,-3.867499
-1464.945,-1467.445,-14.318625
-1756.935,1598.45,-281.11313
-1756.935,1452.455,-350.7482
-1756.935,1452.455,-350.7482
-1756.935,1306.46,-427.34756
-1756.935,1306.46,-427.34756
-1756.935,1160.465,-504.0513
-1756.935,1160.465,-504.0513
-1610.94,1014.47,-683.12085
-1756.935,1014.47,-548.82526
-1610.94,1014.47,-683.12085
-1756.935,868.475,-515.4734
-1610.94,868.475,-586.8088
-1756.935,722.48,-440.758
-1756.935,868.475,-515.4734
-1756.935,576.485,-363.33102
-1610.94,722.48,-475.93103
-1756.935,430.49,-292.3851
-1756.935,576.485,-363.33102
-1756.935,284.495,-229.30171
-1756.935,430.49,-292.3851
